DriverID,Year,Tracks,Team,Ranking,LapTime
6,2015,Spa-Francorchamps,Ferrari,15,83.94
7,2015,Spa-Francorchamps,Aston Martin,6,79.44
8,2015,Spa-Francorchamps,Aston Martin,9,80.94
9,2015,Spa-Francorchamps,McLaren,1,76.94
10,2015,Spa-Francorchamps,McLaren,3,77.94
11,2015,Spa-Francorchamps,Alpine,2,77.44
12,2015,Spa-Francorchamps,Alpine,19,85.94
13,2015,Spa-Francorchamps,Alfa Romeo,7,79.94
14,2015,Spa-Francorchamps,Alfa Romeo,8,80.44
15,2015,Spa-Francorchamps,Haas,11,81.94
16,2015,Spa-Francorchamps,Haas,16,84.44
17,2015,Spa-Francorchamps,AlphaTauri,10,81.44
18,2015,Spa-Francorchamps,AlphaTauri,20,86.44
19,2015,Spa-Francorchamps,Williams,14,83.44
20,2015,Spa-Francorchamps,Williams,13,82.94
21,2015,Spa-Francorchamps,AlphaTauri,17,84.94
22,2015,Spa-Francorchamps,Haas,18,85.44
1,2015,Suzuka,Mercedes,9,65.36
2,2015,Suzuka,Mercedes,5,63.36
3,2015,Suzuka,Red Bull,15,68.36
4,2015,Suzuka,Red Bull,1,61.36
5,2015,Suzuka,Ferrari,13,67.36
6,2015,Suzuka,Ferrari,14,67.86
7,2015,Suzuka,Aston Martin,20,70.86
8,2015,Suzuka,Aston Martin,6,63.86
9,2015,Suzuka,McLaren,7,64.36
10,2015,Suzuka,McLaren,18,69.86
11,2015,Suzuka,Alpine,11,66.36
12,2015,Suzuka,Alpine,21,71.36
13,2015,Suzuka,Alfa Romeo,17,69.36
14,2015,Suzuka,Alfa Romeo,16,68.86
15,2015,Suzuka,Haas,2,61.86
16,2015,Suzuka,Haas,4,62.86
17,2015,Suzuka,AlphaTauri,8,64.86
18,2015,Suzuka,AlphaTauri,19,70.36
19,2015,Suzuka,Williams,10,65.86
20,2015,Suzuka,Williams,22,71.86
21,2015,Suzuka,AlphaTauri,12,66.86
22,2015,Suzuka,Haas,3,62.36
1,2015,Monaco,Mercedes,20,83.11
2,2015,Monaco,Mercedes,1,73.61
3,2015,Monaco,Red Bull,8,77.11
4,2015,Monaco,Red Bull,11,78.61
5,2015,Monaco,Ferrari,21,83.61
6,2015,Monaco,Ferrari,17,81.61
7,2015,Monaco,Aston Martin,19,82.61
8,2015,Monaco,Aston Martin,7,76.61
9,2015,Monaco,McLaren,3,74.61
10,2015,Monaco,McLaren,4,75.11
11,2015,Monaco,Alpine,22,84.11
12,2015,Monaco,Alpine,13,79.61
13,2015,Monaco,Alfa Romeo,16,81.11
14,2015,Monaco,Alfa Romeo,14,80.11
15,2015,Monaco,Haas,9,77.61
16,2015,Monaco,Haas,10,78.11
17,2015,Monaco,AlphaTauri,2,74.11
18,2015,Monaco,AlphaTauri,18,82.11
19,2015,Monaco,Williams,6,76.11
20,2015,Monaco,Williams,12,79.11
21,2015,Monaco,AlphaTauri,5,75.61
22,2015,Monaco,Haas,15,80.61
1,2015,Circuit de Catalunya,Mercedes,5,65.39
2,2015,Circuit de Catalunya,Mercedes,10,67.89
3,2015,Circuit de Catalunya,Red Bull,22,73.89
4,2015,Circuit de Catalunya,Red Bull,9,67.39
5,2015,Circuit de Catalunya,Ferrari,4,64.89
6,2015,Circuit de Catalunya,Ferrari,13,69.39
7,2015,Circuit de Catalunya,Aston Martin,6,65.89
8,2015,Circuit de Catalunya,Aston Martin,17,71.39
9,2015,Circuit de Catalunya,McLaren,15,70.39
10,2015,Circuit de Catalunya,McLaren,20,72.89
11,2015,Circuit de Catalunya,Alpine,2,63.89
12,2015,Circuit de Catalunya,Alpine,1,63.39
13,2015,Circuit de Catalunya,Alfa Romeo,18,71.89
14,2015,Circuit de Catalunya,Alfa Romeo,19,72.39
15,2015,Circuit de Catalunya,Haas,8,66.89
16,2015,Circuit de Catalunya,Haas,3,64.39
17,2015,Circuit de Catalunya,AlphaTauri,12,68.89
18,2015,Circuit de Catalunya,AlphaTauri,16,70.89
19,2015,Circuit de Catalunya,Williams,21,73.39
20,2015,Circuit de Catalunya,Williams,11,68.39
21,2015,Circuit de Catalunya,AlphaTauri,7,66.39
22,2015,Circuit de Catalunya,Haas,14,69.89
1,2015,Hungaroring,Mercedes,3,80.81
2,2015,Hungaroring,Mercedes,17,87.81
3,2015,Hungaroring,Red Bull,12,85.31
4,2015,Hungaroring,Red Bull,1,79.81
5,2015,Hungaroring,Ferrari,9,83.81
6,2015,Hungaroring,Ferrari,2,80.31
7,2015,Hungaroring,Aston Martin,19,88.81
8,2015,Hungaroring,Aston Martin,18,88.31
9,2015,Hungaroring,McLaren,11,84.81
10,2015,Hungaroring,McLaren,4,81.31
11,2015,Hungaroring,Alpine,16,87.31
12,2015,Hungaroring,Alpine,14,86.31
13,2015,Hungaroring,Alfa Romeo,10,84.31
14,2015,Hungaroring,Alfa Romeo,13,85.81
15,2015,Hungaroring,Haas,20,89.31
16,2015,Hungaroring,Haas,22,90.31
17,2015,Hungaroring,AlphaTauri,7,82.81
18,2015,Hungaroring,AlphaTauri,21,89.81
19,2015,Hungaroring,Williams,8,83.31
20,2015,Hungaroring,Williams,6,82.31
21,2015,Hungaroring,AlphaTauri,5,81.81
22,2015,Hungaroring,Haas,15,86.81
1,2015,Interlagos,Mercedes,2,61.67
2,2015,Interlagos,Mercedes,4,62.67
3,2015,Interlagos,Red Bull,9,65.17
4,2015,Interlagos,Red Bull,17,69.17
5,2015,Interlagos,Ferrari,12,66.67
6,2015,Interlagos,Ferrari,10,65.67
7,2015,Interlagos,Aston Martin,15,68.17
8,2015,Interlagos,Aston Martin,14,67.67
9,2015,Interlagos,McLaren,19,70.17
10,2015,Interlagos,McLaren,1,61.17
11,2015,Interlagos,Alpine,11,66.17
12,2015,Interlagos,Alpine,20,70.67
13,2015,Interlagos,Alfa Romeo,3,62.17
14,2015,Interlagos,Alfa Romeo,7,64.17
15,2015,Interlagos,Haas,16,68.67
16,2015,Interlagos,Haas,22,71.67
17,2015,Interlagos,AlphaTauri,5,63.17
18,2015,Interlagos,AlphaTauri,6,63.67
19,2015,Interlagos,Williams,18,69.67
20,2015,Interlagos,Williams,21,71.17
21,2015,Interlagos,AlphaTauri,13,67.17
22,2015,Interlagos,Haas,8,64.67
1,2015,Bahrain International Circuit,Mercedes,1,71.57
2,2015,Bahrain International Circuit,Mercedes,2,72.07
3,2015,Bahrain International Circuit,Red Bull,6,74.07
4,2015,Bahrain International Circuit,Red Bull,16,79.07
5,2015,Bahrain International Circuit,Ferrari,8,75.07
6,2015,Bahrain International Circuit,Ferrari,3,72.57
7,2015,Bahrain International Circuit,Aston Martin,9,75.57
8,2015,Bahrain International Circuit,Aston Martin,7,74.57
9,2015,Bahrain International Circuit,McLaren,11,76.57
10,2015,Bahrain International Circuit,McLaren,17,79.57
11,2015,Bahrain International Circuit,Alpine,4,73.07
12,2015,Bahrain International Circuit,Alpine,18,80.07
13,2015,Bahrain International Circuit,Alfa Romeo,22,82.07
14,2015,Bahrain International Circuit,Alfa Romeo,13,77.57
15,2015,Bahrain International Circuit,Haas,20,81.07
16,2015,Bahrain International Circuit,Haas,12,77.07
17,2015,Bahrain International Circuit,AlphaTauri,15,78.57
18,2015,Bahrain International Circuit,AlphaTauri,21,81.57
19,2015,Bahrain International Circuit,Williams,19,80.57
20,2015,Bahrain International Circuit,Williams,10,76.07
21,2015,Bahrain International Circuit,AlphaTauri,5,73.57
22,2015,Bahrain International Circuit,Haas,14,78.07
1,2015,Yas Marina,Mercedes,14,66.96
2,2015,Yas Marina,Mercedes,15,67.46
3,2015,Yas Marina,Red Bull,3,61.46
4,2015,Yas Marina,Red Bull,18,68.96
5,2015,Yas Marina,Ferrari,5,62.46
6,2015,Yas Marina,Ferrari,9,64.46
7,2015,Yas Marina,Aston Martin,20,69.96
8,2015,Yas Marina,Aston Martin,1,60.46
9,2015,Yas Marina,McLaren,22,70.96
10,2015,Yas Marina,McLaren,13,66.46
11,2015,Yas Marina,Alpine,21,70.46
12,2015,Yas Marina,Alpine,6,62.96
13,2015,Yas Marina,Alfa Romeo,11,65.46
14,2015,Yas Marina,Alfa Romeo,2,60.96
15,2015,Yas Marina,Haas,4,61.96
16,2015,Yas Marina,Haas,17,68.46
17,2015,Yas Marina,AlphaTauri,16,67.96
18,2015,Yas Marina,AlphaTauri,7,63.46
19,2015,Yas Marina,Williams,12,65.96
20,2015,Yas Marina,Williams,10,64.96
21,2015,Yas Marina,AlphaTauri,8,63.96
22,2015,Yas Marina,Haas,19,69.46
1,2015,Red Bull Ring,Mercedes,19,82.33
2,2015,Red Bull Ring,Mercedes,8,76.83
3,2015,Red Bull Ring,Red Bull,16,80.83
4,2015,Red Bull Ring,Red Bull,21,83.33
5,2015,Red Bull Ring,Ferrari,15,80.33
6,2015,Red Bull Ring,Ferrari,10,77.83
7,2015,Red Bull Ring,Aston Martin,17,81.33
8,2015,Red Bull Ring,Aston Martin,14,79.83
9,2015,Red Bull Ring,McLaren,1,73.33
10,2015,Red Bull Ring,McLaren,12,78.83
11,2015,Red Bull Ring,Alpine,18,81.83
12,2015,Red Bull Ring,Alpine,9,77.33
13,2015,Red Bull Ring,Alfa Romeo,7,76.33
14,2015,Red Bull Ring,Alfa Romeo,4,74.83
15,2015,Red Bull Ring,Haas,20,82.83
16,2015,Red Bull Ring,Haas,13,79.33
17,2015,Red Bull Ring,AlphaTauri,2,73.83
18,2015,Red Bull Ring,AlphaTauri,5,75.33
19,2015,Red Bull Ring,Williams,3,74.33
20,2015,Red Bull Ring,Williams,22,83.83
21,2015,Red Bull Ring,AlphaTauri,11,78.33
22,2015,Red Bull Ring,Haas,6,75.83
1,2015,Zandvoort,Mercedes,17,70.83
2,2015,Zandvoort,Mercedes,2,63.33
3,2015,Zandvoort,Red Bull,14,69.33
4,2015,Zandvoort,Red Bull,21,72.83
5,2015,Zandvoort,Ferrari,5,64.83
6,2015,Zandvoort,Ferrari,16,70.33
7,2015,Zandvoort,Aston Martin,6,65.33
8,2015,Zandvoort,Aston Martin,13,68.83
9,2015,Zandvoort,McLaren,7,65.83
10,2015,Zandvoort,McLaren,10,67.33
11,2015,Zandvoort,Alpine,12,68.33
12,2015,Zandvoort,Alpine,3,63.83
13,2015,Zandvoort,Alfa Romeo,9,66.83
14,2015,Zandvoort,Alfa Romeo,22,73.33
15,2015,Zandvoort,Haas,1,62.83
16,2015,Zandvoort,Haas,20,72.33
17,2015,Zandvoort,AlphaTauri,15,69.83
18,2015,Zandvoort,AlphaTauri,8,66.33
19,2015,Zandvoort,Williams,19,71.83
20,2015,Zandvoort,Williams,11,67.83
21,2015,Zandvoort,AlphaTauri,4,64.33
22,2015,Zandvoort,Haas,18,71.33
1,2015,Imola,Mercedes,11,65.69
2,2015,Imola,Mercedes,6,63.19
3,2015,Imola,Red Bull,7,63.69
4,2015,Imola,Red Bull,20,70.19
5,2015,Imola,Ferrari,22,71.19
6,2015,Imola,Ferrari,16,68.19
7,2015,Imola,Aston Martin,2,61.19
8,2015,Imola,Aston Martin,3,61.69
9,2015,Imola,McLaren,12,66.19
10,2015,Imola,McLaren,17,68.69
11,2015,Imola,Alpine,1,60.69
12,2015,Imola,Alpine,4,62.19
13,2015,Imola,Alfa Romeo,19,69.69
14,2015,Imola,Alfa Romeo,18,69.19
15,2015,Imola,Haas,10,65.19
16,2015,Imola,Haas,13,66.69
17,2015,Imola,AlphaTauri,14,67.19
18,2015,Imola,AlphaTauri,9,64.69
19,2015,Imola,Williams,21,70.69
20,2015,Imola,Williams,15,67.69
21,2015,Imola,AlphaTauri,5,62.69
22,2015,Imola,Haas,8,64.19
1,2015,Hockenheim,Mercedes,22,90.41
2,2015,Hockenheim,Mercedes,6,82.41
3,2015,Hockenheim,Red Bull,21,89.91
4,2015,Hockenheim,Red Bull,17,87.91
5,2015,Hockenheim,Ferrari,4,81.41
6,2015,Hockenheim,Ferrari,12,85.41
7,2015,Hockenheim,Aston Martin,11,84.91
8,2015,Hockenheim,Aston Martin,14,86.41
9,2015,Hockenheim,McLaren,1,79.91
10,2015,Hockenheim,McLaren,2,80.41
11,2015,Hockenheim,Alpine,13,85.91
12,2015,Hockenheim,Alpine,7,82.91
13,2015,Hockenheim,Alfa Romeo,18,88.41
14,2015,Hockenheim,Alfa Romeo,10,84.41
15,2015,Hockenheim,Haas,9,83.91
16,2015,Hockenheim,Haas,16,87.41
17,2015,Hockenheim,AlphaTauri,8,83.41
18,2015,Hockenheim,AlphaTauri,5,81.91
19,2015,Hockenheim,Williams,20,89.41
20,2015,Hockenheim,Williams,19,88.91
21,2015,Hockenheim,AlphaTauri,3,80.91
22,2015,Hockenheim,Haas,15,86.91
1,2015,Marina Bay,Mercedes,1,61.75
2,2015,Marina Bay,Mercedes,14,68.25
3,2015,Marina Bay,Red Bull,8,65.25
4,2015,Marina Bay,Red Bull,4,63.25
5,2015,Marina Bay,Ferrari,22,72.25
6,2015,Marina Bay,Ferrari,5,63.75
7,2015,Marina Bay,Aston Martin,10,66.25
8,2015,Marina Bay,Aston Martin,21,71.75
9,2015,Marina Bay,McLaren,18,70.25
10,2015,Marina Bay,McLaren,9,65.75
11,2015,Marina Bay,Alpine,11,66.75
12,2015,Marina Bay,Alpine,12,67.25
13,2015,Marina Bay,Alfa Romeo,15,68.75
14,2015,Marina Bay,Alfa Romeo,19,70.75
15,2015,Marina Bay,Haas,13,67.75
16,2015,Marina Bay,Haas,20,71.25
17,2015,Marina Bay,AlphaTauri,17,69.75
18,2015,Marina Bay,AlphaTauri,3,62.75
19,2015,Marina Bay,Williams,6,64.25
20,2015,Marina Bay,Williams,2,62.25
21,2015,Marina Bay,AlphaTauri,7,64.75
22,2015,Marina Bay,Haas,16,69.25
1,2015,Albert Park,Mercedes,10,80.7
2,2015,Albert Park,Mercedes,12,81.7
3,2015,Albert Park,Red Bull,4,77.7
4,2015,Albert Park,Red Bull,2,76.7
5,2015,Albert Park,Ferrari,14,82.7
6,2015,Albert Park,Ferrari,7,79.2
7,2015,Albert Park,Aston Martin,15,83.2
8,2015,Albert Park,Aston Martin,20,85.7
9,2015,Albert Park,McLaren,17,84.2
10,2015,Albert Park,McLaren,8,79.7
11,2015,Albert Park,Alpine,21,86.2
12,2015,Albert Park,Alpine,11,81.2
13,2015,Albert Park,Alfa Romeo,22,86.7
14,2015,Albert Park,Alfa Romeo,16,83.7
15,2015,Albert Park,Haas,6,78.7
16,2015,Albert Park,Haas,18,84.7
17,2015,Albert Park,AlphaTauri,19,85.2
18,2015,Albert Park,AlphaTauri,9,80.2
19,2015,Albert Park,Williams,13,82.2
20,2015,Albert Park,Williams,5,78.2
21,2015,Albert Park,AlphaTauri,1,76.2
22,2015,Albert Park,Haas,3,77.2
1,2015,Circuit of the Americas,Mercedes,16,86.14
2,2015,Circuit of the Americas,Mercedes,2,79.14
3,2015,Circuit of the Americas,Red Bull,12,84.14
4,2015,Circuit of the Americas,Red Bull,7,81.64
5,2015,Circuit of the Americas,Ferrari,10,83.14
6,2015,Circuit of the Americas,Ferrari,17,86.64
7,2015,Circuit of the Americas,Aston Martin,5,80.64
8,2015,Circuit of the Americas,Aston Martin,15,85.64
9,2015,Circuit of the Americas,McLaren,1,78.64
10,2015,Circuit of the Americas,McLaren,14,85.14
11,2015,Circuit of the Americas,Alpine,11,83.64
12,2015,Circuit of the Americas,Alpine,3,79.64
13,2015,Circuit of the Americas,Alfa Romeo,4,80.14
14,2015,Circuit of the Americas,Alfa Romeo,21,88.64
15,2015,Circuit of the Americas,Haas,9,82.64
16,2015,Circuit of the Americas,Haas,20,88.14
17,2015,Circuit of the Americas,AlphaTauri,19,87.64
18,2015,Circuit of the Americas,AlphaTauri,6,81.14
19,2015,Circuit of the Americas,Williams,13,84.64
20,2015,Circuit of the Americas,Williams,18,87.14
21,2015,Circuit of the Americas,AlphaTauri,22,89.14
22,2015,Circuit of the Americas,Haas,8,82.14
1,2015,Shanghai,Mercedes,8,70.62
2,2015,Shanghai,Mercedes,14,73.62
3,2015,Shanghai,Red Bull,1,67.12
4,2015,Shanghai,Red Bull,12,72.62
5,2015,Shanghai,Ferrari,16,74.62
6,2015,Shanghai,Ferrari,5,69.12
7,2015,Shanghai,Aston Martin,4,68.62
8,2015,Shanghai,Aston Martin,7,70.12
9,2015,Shanghai,McLaren,2,67.62
10,2015,Shanghai,McLaren,11,72.12
11,2015,Shanghai,Alpine,6,69.62
12,2015,Shanghai,Alpine,18,75.62
13,2015,Shanghai,Alfa Romeo,13,73.12
14,2015,Shanghai,Alfa Romeo,10,71.62
15,2015,Shanghai,Haas,9,71.12
16,2015,Shanghai,Haas,3,68.12
17,2015,Shanghai,AlphaTauri,20,76.62
18,2015,Shanghai,AlphaTauri,19,76.12
19,2015,Shanghai,Williams,17,75.12
20,2015,Shanghai,Williams,22,77.62
21,2015,Shanghai,AlphaTauri,21,77.12
22,2015,Shanghai,Haas,15,74.12
1,2015,Sochi,Mercedes,13,80.02
2,2015,Sochi,Mercedes,9,78.02
3,2015,Sochi,Red Bull,21,84.02
4,2015,Sochi,Red Bull,15,81.02
5,2015,Sochi,Ferrari,3,75.02
6,2015,Sochi,Ferrari,6,76.52
7,2015,Sochi,Aston Martin,5,76.02
8,2015,Sochi,Aston Martin,19,83.02
9,2015,Sochi,McLaren,14,80.52
10,2015,Sochi,McLaren,11,79.02
11,2015,Sochi,Alpine,16,81.52
12,2015,Sochi,Alpine,1,74.02
13,2015,Sochi,Alfa Romeo,18,82.52
14,2015,Sochi,Alfa Romeo,20,83.52
15,2015,Sochi,Haas,12,79.52
16,2015,Sochi,Haas,2,74.52
17,2015,Sochi,AlphaTauri,10,78.52
18,2015,Sochi,AlphaTauri,4,75.52
19,2015,Sochi,Williams,8,77.52
20,2015,Sochi,Williams,22,84.52
21,2015,Sochi,AlphaTauri,7,77.02
22,2015,Sochi,Haas,17,82.02
1,2015,Sepang,Mercedes,18,80.22
2,2015,Sepang,Mercedes,1,71.72
3,2015,Sepang,Red Bull,13,77.72
4,2015,Sepang,Red Bull,16,79.22
5,2015,Sepang,Ferrari,14,78.22
6,2015,Sepang,Ferrari,21,81.72
7,2015,Sepang,Aston Martin,8,75.22
8,2015,Sepang,Aston Martin,3,72.72
9,2015,Sepang,McLaren,4,73.22
10,2015,Sepang,McLaren,7,74.72
11,2015,Sepang,Alpine,2,72.22
12,2015,Sepang,Alpine,20,81.22
13,2015,Sepang,Alfa Romeo,10,76.22
14,2015,Sepang,Alfa Romeo,17,79.72
15,2015,Sepang,Haas,9,75.72
16,2015,Sepang,Haas,5,73.72
17,2015,Sepang,AlphaTauri,19,80.72
18,2015,Sepang,AlphaTauri,15,78.72
19,2015,Sepang,Williams,12,77.22
20,2015,Sepang,Williams,11,76.72
21,2015,Sepang,AlphaTauri,6,74.22
22,2015,Sepang,Haas,22,82.22
1,2015,Istanbul Park,Mercedes,21,82.13
2,2015,Istanbul Park,Mercedes,15,79.13
3,2015,Istanbul Park,Red Bull,18,80.63
4,2015,Istanbul Park,Red Bull,8,75.63
5,2015,Istanbul Park,Ferrari,16,79.63
6,2015,Istanbul Park,Ferrari,20,81.63
7,2015,Istanbul Park,Aston Martin,22,82.63
8,2015,Istanbul Park,Aston Martin,5,74.13
9,2015,Istanbul Park,McLaren,4,73.63
10,2015,Istanbul Park,McLaren,14,78.63
11,2015,Istanbul Park,Alpine,19,81.13
12,2015,Istanbul Park,Alpine,2,72.63
13,2015,Istanbul Park,Alfa Romeo,13,78.13
14,2015,Istanbul Park,Alfa Romeo,10,76.63
15,2015,Istanbul Park,Haas,12,77.63
16,2015,Istanbul Park,Haas,7,75.13
17,2015,Istanbul Park,AlphaTauri,1,72.13
18,2015,Istanbul Park,AlphaTauri,17,80.13
19,2015,Istanbul Park,Williams,6,74.63
20,2015,Istanbul Park,Williams,9,76.13
21,2015,Istanbul Park,AlphaTauri,3,73.13
22,2015,Istanbul Park,Haas,11,77.13
1,2015,Baku City Circuit,Mercedes,3,78.61
2,2015,Baku City Circuit,Mercedes,15,84.61
3,2015,Baku City Circuit,Red Bull,13,83.61
4,2015,Baku City Circuit,Red Bull,1,77.61
5,2015,Baku City Circuit,Ferrari,6,80.11
6,2015,Baku City Circuit,Ferrari,9,81.61
7,2015,Baku City Circuit,Aston Martin,2,78.11
8,2015,Baku City Circuit,Aston Martin,7,80.61
9,2015,Baku City Circuit,McLaren,12,83.11
10,2015,Baku City Circuit,McLaren,21,87.61
11,2015,Baku City Circuit,Alpine,19,86.61
12,2015,Baku City Circuit,Alpine,11,82.61
13,2015,Baku City Circuit,Alfa Romeo,22,88.11
14,2015,Baku City Circuit,Alfa Romeo,14,84.11
15,2015,Baku City Circuit,Haas,8,81.11
16,2015,Baku City Circuit,Haas,4,79.11
17,2015,Baku City Circuit,AlphaTauri,16,85.11
18,2015,Baku City Circuit,AlphaTauri,18,86.11
19,2015,Baku City Circuit,Williams,5,79.61
20,2015,Baku City Circuit,Williams,10,82.11
21,2015,Baku City Circuit,AlphaTauri,17,85.61
22,2015,Baku City Circuit,Haas,20,87.11
1,2015,Las Vegas Street Circuit,Mercedes,20,80.49
2,2015,Las Vegas Street Circuit,Mercedes,19,79.99
3,2015,Las Vegas Street Circuit,Red Bull,10,75.49
4,2015,Las Vegas Street Circuit,Red Bull,8,74.49
5,2015,Las Vegas Street Circuit,Ferrari,1,70.99
6,2015,Las Vegas Street Circuit,Ferrari,21,80.99
7,2015,Las Vegas Street Circuit,Aston Martin,4,72.49
8,2015,Las Vegas Street Circuit,Aston Martin,2,71.49
9,2015,Las Vegas Street Circuit,McLaren,22,81.49
10,2015,Las Vegas Street Circuit,McLaren,12,76.49
11,2015,Las Vegas Street Circuit,Alpine,3,71.99
12,2015,Las Vegas Street Circuit,Alpine,16,78.49
13,2015,Las Vegas Street Circuit,Alfa Romeo,17,78.99
14,2015,Las Vegas Street Circuit,Alfa Romeo,9,74.99
15,2015,Las Vegas Street Circuit,Haas,13,76.99
16,2015,Las Vegas Street Circuit,Haas,5,72.99
17,2015,Las Vegas Street Circuit,AlphaTauri,15,77.99
18,2015,Las Vegas Street Circuit,AlphaTauri,14,77.49
19,2015,Las Vegas Street Circuit,Williams,6,73.49
20,2015,Las Vegas Street Circuit,Williams,11,75.99
21,2015,Las Vegas Street Circuit,AlphaTauri,7,73.99
22,2015,Las Vegas Street Circuit,Haas,18,79.49
1,2015,Miami International,Mercedes,5,70.92
2,2015,Miami International,Mercedes,22,79.42
3,2015,Miami International,Red Bull,19,77.92
4,2015,Miami International,Red Bull,13,74.92
5,2015,Miami International,Ferrari,10,73.42
6,2015,Miami International,Ferrari,20,78.42
7,2015,Miami International,Aston Martin,4,70.42
8,2015,Miami International,Aston Martin,16,76.42
9,2015,Miami International,McLaren,18,77.42
10,2015,Miami International,McLaren,15,75.92
11,2015,Miami International,Alpine,1,68.92
12,2015,Miami International,Alpine,2,69.42
13,2015,Miami International,Alfa Romeo,14,75.42
14,2015,Miami International,Alfa Romeo,3,69.92
15,2015,Miami International,Haas,9,72.92
16,2015,Miami International,Haas,7,71.92
17,2015,Miami International,AlphaTauri,21,78.92
18,2015,Miami International,AlphaTauri,17,76.92
19,2015,Miami International,Williams,12,74.42
20,2015,Miami International,Williams,8,72.42
21,2015,Miami International,AlphaTauri,6,71.42
22,2015,Miami International,Haas,11,73.92
1,2016,Monza,Mercedes,13,83.41
2,2016,Monza,Mercedes,21,87.41
3,2016,Monza,Red Bull,9,81.41
4,2016,Monza,Red Bull,10,81.91
5,2016,Monza,Ferrari,19,86.41
6,2016,Monza,Ferrari,16,84.91
7,2016,Monza,Aston Martin,2,77.91
8,2016,Monza,Aston Martin,18,85.91
9,2016,Monza,McLaren,5,79.41
10,2016,Monza,McLaren,22,87.91
11,2016,Monza,Alpine,7,80.41
12,2016,Monza,Alpine,14,83.91
13,2016,Monza,Alfa Romeo,11,82.41
14,2016,Monza,Alfa Romeo,15,84.41
15,2016,Monza,Haas,8,80.91
16,2016,Monza,Haas,20,86.91
17,2016,Monza,AlphaTauri,1,77.41
18,2016,Monza,AlphaTauri,12,82.91
19,2016,Monza,Williams,6,79.91
20,2016,Monza,Williams,17,85.41
21,2016,Monza,AlphaTauri,4,78.91
22,2016,Monza,Haas,3,78.41
1,2016,Silverstone,Mercedes,6,68.2
2,2016,Silverstone,Mercedes,12,71.2
3,2016,Silverstone,Red Bull,8,69.2
4,2016,Silverstone,Red Bull,16,73.2
5,2016,Silverstone,Ferrari,17,73.7
6,2016,Silverstone,Ferrari,14,72.2
7,2016,Silverstone,Aston Martin,15,72.7
8,2016,Silverstone,Aston Martin,10,70.2
9,2016,Silverstone,McLaren,11,70.7
10,2016,Silverstone,McLaren,18,74.2
11,2016,Silverstone,Alpine,2,66.2
12,2016,Silverstone,Alpine,5,67.7
13,2016,Silverstone,Alfa Romeo,22,76.2
14,2016,Silverstone,Alfa Romeo,7,68.7
15,2016,Silverstone,Haas,3,66.7
16,2016,Silverstone,Haas,1,65.7
17,2016,Silverstone,AlphaTauri,9,69.7
18,2016,Silverstone,AlphaTauri,13,71.7
19,2016,Silverstone,Williams,20,75.2
20,2016,Silverstone,Williams,4,67.2
21,2016,Silverstone,AlphaTauri,21,75.7
22,2016,Silverstone,Haas,19,74.7
1,2016,Spa-Francorchamps,Mercedes,22,83.35
2,2016,Spa-Francorchamps,Mercedes,11,77.85
3,2016,Spa-Francorchamps,Red Bull,8,76.35
4,2016,Spa-Francorchamps,Red Bull,17,80.85
5,2016,Spa-Francorchamps,Ferrari,15,79.85
6,2016,Spa-Francorchamps,Ferrari,21,82.85
7,2016,Spa-Francorchamps,Aston Martin,4,74.35
8,2016,Spa-Francorchamps,Aston Martin,13,78.85
9,2016,Spa-Francorchamps,McLaren,2,73.35
10,2016,Spa-Francorchamps,McLaren,12,78.35
11,2016,Spa-Francorchamps,Alpine,3,73.85
12,2016,Spa-Francorchamps,Alpine,18,81.35
13,2016,Spa-Francorchamps,Alfa Romeo,19,81.85
14,2016,Spa-Francorchamps,Alfa Romeo,9,76.85
15,2016,Spa-Francorchamps,Haas,20,82.35
16,2016,Spa-Francorchamps,Haas,1,72.85
17,2016,Spa-Francorchamps,AlphaTauri,16,80.35
18,2016,Spa-Francorchamps,AlphaTauri,5,74.85
19,2016,Spa-Francorchamps,Williams,14,79.35
20,2016,Spa-Francorchamps,Williams,6,75.35
21,2016,Spa-Francorchamps,AlphaTauri,7,75.85
22,2016,Spa-Francorchamps,Haas,10,77.35
1,2016,Suzuka,Mercedes,5,73.05
2,2016,Suzuka,Mercedes,17,79.05
3,2016,Suzuka,Red Bull,6,73.55
4,2016,Suzuka,Red Bull,14,77.55
5,2016,Suzuka,Ferrari,3,72.05
6,2016,Suzuka,Ferrari,1,71.05
7,2016,Suzuka,Aston Martin,19,80.05
8,2016,Suzuka,Aston Martin,10,75.55
9,2016,Suzuka,McLaren,12,76.55
10,2016,Suzuka,McLaren,4,72.55
11,2016,Suzuka,Alpine,15,78.05
12,2016,Suzuka,Alpine,22,81.55
13,2016,Suzuka,Alfa Romeo,11,76.05
14,2016,Suzuka,Alfa Romeo,7,74.05
15,2016,Suzuka,Haas,2,71.55
16,2016,Suzuka,Haas,9,75.05
17,2016,Suzuka,AlphaTauri,20,80.55
18,2016,Suzuka,AlphaTauri,13,77.05
19,2016,Suzuka,Williams,21,81.05
20,2016,Suzuka,Williams,8,74.55
21,2016,Suzuka,AlphaTauri,18,79.55
22,2016,Suzuka,Haas,16,78.55
1,2016,Monaco,Mercedes,20,85.21
2,2016,Monaco,Mercedes,1,75.71
3,2016,Monaco,Red Bull,19,84.71
4,2016,Monaco,Red Bull,9,79.71
5,2016,Monaco,Ferrari,4,77.21
6,2016,Monaco,Ferrari,6,78.21
7,2016,Monaco,Aston Martin,11,80.71
